head_x,head_y,head_z,shoulder_center_x,shoulder_center_y,shoulder_center_z,spine_x,spine_y,spine_z,hip center_x,hip center_y,hip center_z,shoulder left_x,shoulder left_y,shoulder left_z,elbow left_x,elbow left_y,elbow left_z,wrist left_x,wrist left_y,wrist left_z,hand left_x,hand left_y,hand left_z,shoulder right_x,shoulder right_y,shoulder right_z,elbow right_x,elbow right_y,elbow right_z,wrist right_x,wrist right_y,wrist right_z,hand right_x,hand right_y,hand right_z,hip left_x,hip left_y,hip left_z,knee left_x,knee left_y,knee left_z,ankle left_x,ankle left_y,ankle left_z,foot left_x,foot left_y,foot left_z,hip right_x,hip right_y,hip right_z,knee right_x,knee right_y,knee right_z,ankle right_x,ankle right_y,ankle right_z,foot right_x,foot right_y,foot right_z,time_stamp
-0.115651,0.224031,3.00349,-0.160046,0.0412364,3.03753,-0.177273,-0.286412,3.00535,-0.155539,-0.339024,2.95282,-0.297424,-0.0533536,2.97116,-0.449569,-0.207372,2.95714,-0.413972,-0.323736,2.79025,-0.375664,-0.3433,2.70722,0.0157723,-0.0927841,3.12103,0.0875238,-0.314469,2.96833,0.133932,-0.56691,2.887,0.149402,-0.651057,2.86415,-0.225083,-0.408186,2.89478,-0.343609,-0.775927,2.81164,-0.351797,-1.04599,2.76044,-0.239003,-1.02191,2.77947,-0.0841452,-0.42593,2.97083,0.248317,-0.547188,2.78776,0.0235518,-0.837317,2.74927,0.118546,-0.875348,2.80579,34_37_205
-0.115651,0.224031,3.00349,-0.160046,0.0412364,3.03753,-0.177273,-0.286412,3.00535,-0.155539,-0.339024,2.95282,-0.297424,-0.0533536,2.97116,-0.449569,-0.207372,2.95714,-0.413972,-0.323736,2.79025,-0.375664,-0.3433,2.70722,0.0157723,-0.0927841,3.12103,0.0875238,-0.314469,2.96833,0.133932,-0.56691,2.887,0.149402,-0.651057,2.86415,-0.225083,-0.408186,2.89478,-0.343609,-0.775927,2.81164,-0.351797,-1.04599,2.76044,-0.239003,-1.02191,2.77947,-0.0841452,-0.42593,2.97083,0.248317,-0.547188,2.78776,0.0235518,-0.837317,2.74927,0.118546,-0.875348,2.80579,34_37_205
-0.115286,0.223357,3.00415,-0.159347,0.0405951,3.03781,-0.17751,-0.286704,3.00528,-0.155733,-0.339354,2.95276,-0.297503,-0.0534361,2.97129,-0.448671,-0.209775,2.95446,-0.396228,-0.313144,2.78428,-0.368854,-0.320425,2.71957,0.0149787,-0.0925891,3.12237,0.0868205,-0.313828,2.96946,0.146217,-0.448683,2.82309,0.141758,-0.411335,2.81125,-0.225354,-0.408481,2.89473,-0.343505,-0.775957,2.81175,-0.352447,-1.04648,2.76044,-0.23978,-1.02235,2.77944,-0.0846131,-0.426135,2.97062,0.247943,-0.546888,2.78827,0.0228902,-0.837628,2.74969,0.117138,-0.87503,2.80759,34_37_235
-0.115286,0.223357,3.00415,-0.159347,0.0405951,3.03781,-0.17751,-0.286704,3.00528,-0.155733,-0.339354,2.95276,-0.297503,-0.0534361,2.97129,-0.448671,-0.209775,2.95446,-0.396228,-0.313144,2.78428,-0.368854,-0.320425,2.71957,0.0149787,-0.0925891,3.12237,0.0868205,-0.313828,2.96946,0.146217,-0.448683,2.82309,0.141758,-0.411335,2.81125,-0.225354,-0.408481,2.89473,-0.343505,-0.775957,2.81175,-0.352447,-1.04648,2.76044,-0.23978,-1.02235,2.77944,-0.0846131,-0.426135,2.97062,0.247943,-0.546888,2.78827,0.0228902,-0.837628,2.74969,0.117138,-0.87503,2.80759,34_37_235
-0.115233,0.223248,3.00425,-0.159237,0.040491,3.03785,-0.177572,-0.287078,3.00518,-0.155802,-0.339945,2.95259,-0.297516,-0.0534491,2.97131,-0.448329,-0.210172,2.95358,-0.393144,-0.311625,2.7829,-0.36715,-0.315885,2.72189,0.0148437,-0.0925777,3.12261,0.0867126,-0.313734,2.96964,0.153637,-0.420002,2.80955,0.152219,-0.369393,2.79303,-0.225429,-0.408908,2.89461,-0.343611,-0.77629,2.81176,-0.352635,-1.04675,2.76043,-0.240011,-1.0227,2.77948,-0.0847718,-0.426775,2.9704,0.248076,-0.546558,2.78827,0.0230536,-0.837508,2.7497,0.117031,-0.874927,2.80789,34_37_268
-0.115233,0.223248,3.00425,-0.159237,0.040491,3.03785,-0.177572,-0.287078,3.00518,-0.155802,-0.339945,2.95259,-0.297516,-0.0534491,2.97131,-0.448329,-0.210172,2.95358,-0.393144,-0.311625,2.7829,-0.36715,-0.315885,2.72189,0.0148437,-0.0925777,3.12261,0.0867126,-0.313734,2.96964,0.153637,-0.420002,2.80955,0.152219,-0.369393,2.79303,-0.225429,-0.408908,2.89461,-0.343611,-0.77629,2.81176,-0.352635,-1.04675,2.76043,-0.240011,-1.0227,2.77948,-0.0847718,-0.426775,2.9704,0.248076,-0.546558,2.78827,0.0230536,-0.837508,2.7497,0.117031,-0.874927,2.80789,34_37_268
-0.115012,0.223021,3.00436,-0.159125,0.0403185,3.03791,-0.178994,-0.297161,3.00245,-0.157411,-0.353638,2.94904,-0.297513,-0.0534879,2.97135,-0.449397,-0.211152,2.95243,-0.389563,-0.310259,2.78201,-0.35932,-0.31284,2.71947,0.0145482,-0.0928287,3.12401,0.0865679,-0.313658,2.96996,0.159408,-0.400202,2.8017,0.161836,-0.342597,2.78147,-0.227072,-0.422876,2.89032,-0.348563,-0.789347,2.81111,-0.355512,-1.05359,2.75977,-0.24284,-1.02786,2.77897,-0.0872826,-0.439727,2.96744,0.249646,-0.540607,2.78702,0.0242566,-0.835422,2.7495,0.117209,-0.874107,2.80817,34_37_313
-0.115012,0.223021,3.00436,-0.159125,0.0403185,3.03791,-0.178994,-0.297161,3.00245,-0.157411,-0.353638,2.94904,-0.297513,-0.0534879,2.97135,-0.449397,-0.211152,2.95243,-0.389563,-0.310259,2.78201,-0.35932,-0.31284,2.71947,0.0145482,-0.0928287,3.12401,0.0865679,-0.313658,2.96996,0.159408,-0.400202,2.8017,0.161836,-0.342597,2.78147,-0.227072,-0.422876,2.89032,-0.348563,-0.789347,2.81111,-0.355512,-1.05359,2.75977,-0.24284,-1.02786,2.77897,-0.0872826,-0.439727,2.96744,0.249646,-0.540607,2.78702,0.0242566,-0.835422,2.7495,0.117209,-0.874107,2.80817,34_37_313
-0.101788,0.219748,2.9996,-0.154815,0.041817,3.02546,-0.179058,-0.329927,2.98424,-0.149717,-0.403546,2.93584,-0.252851,-0.0602845,2.92454,-0.318184,-0.2479,2.82216,-0.115965,-0.315518,2.72423,-0.0354179,-0.306063,2.69645,0.00657142,-0.0857653,3.12448,0.0770993,-0.30261,2.97645,0.181796,-0.398632,2.97174,0.203388,-0.379094,2.93475,-0.209834,-0.454539,2.88813,-0.349556,-0.794248,2.8104,-0.361435,-1.05699,2.76057,-0.24901,-1.03117,2.77981,-0.0919566,-0.465205,2.95849,0.252058,-0.534719,2.81706,0.0224197,-0.824255,2.76404,0.115181,-0.871143,2.81426,34_37_344
-0.101788,0.219748,2.9996,-0.154815,0.041817,3.02546,-0.179058,-0.329927,2.98424,-0.149717,-0.403546,2.93584,-0.252851,-0.0602845,2.92454,-0.318184,-0.2479,2.82216,-0.115965,-0.315518,2.72423,-0.0354179,-0.306063,2.69645,0.00657142,-0.0857653,3.12448,0.0770993,-0.30261,2.97645,0.181796,-0.398632,2.97174,0.203388,-0.379094,2.93475,-0.209834,-0.454539,2.88813,-0.349556,-0.794248,2.8104,-0.361435,-1.05699,2.76057,-0.24901,-1.03117,2.77981,-0.0919566,-0.465205,2.95849,0.252058,-0.534719,2.81706,0.0224197,-0.824255,2.76404,0.115181,-0.871143,2.81426,34_37_344
