head_x,head_y,head_z,shoulder_center_x,shoulder_center_y,shoulder_center_z,spine_x,spine_y,spine_z,hip center_x,hip center_y,hip center_z,shoulder left_x,shoulder left_y,shoulder left_z,elbow left_x,elbow left_y,elbow left_z,wrist left_x,wrist left_y,wrist left_z,hand left_x,hand left_y,hand left_z,shoulder right_x,shoulder right_y,shoulder right_z,elbow right_x,elbow right_y,elbow right_z,wrist right_x,wrist right_y,wrist right_z,hand right_x,hand right_y,hand right_z,hip left_x,hip left_y,hip left_z,knee left_x,knee left_y,knee left_z,ankle left_x,ankle left_y,ankle left_z,foot left_x,foot left_y,foot left_z,hip right_x,hip right_y,hip right_z,knee right_x,knee right_y,knee right_z,ankle right_x,ankle right_y,ankle right_z,foot right_x,foot right_y,foot right_z,time_stamp
-0.0655637,0.312927,3.0135,-0.116932,0.129709,2.99948,-0.137078,-0.31198,2.9457,-0.102745,-0.384932,2.88296,-0.197842,0.0257563,2.92636,-0.348694,-0.179241,2.87997,-0.304615,-0.353872,2.80879,-0.301342,-0.428953,2.73412,-0.0083837,-0.01464,3.04547,0.085508,-0.206378,2.87534,0.139975,-0.444299,2.78586,0.0856588,-0.500232,2.77863,-0.144114,-0.421507,2.85322,-0.361387,-0.727937,2.80607,-0.30102,-1.18297,2.72339,-0.201313,-1.16247,2.67619,-0.0588578,-0.439685,2.88925,0.259754,-0.401739,2.67576,0.0136146,-0.783729,2.7282,0.120677,-0.808134,2.70515,20_59_409
-0.0655637,0.312927,3.0135,-0.116932,0.129709,2.99948,-0.137078,-0.31198,2.9457,-0.102745,-0.384932,2.88296,-0.197842,0.0257563,2.92636,-0.348694,-0.179241,2.87997,-0.304615,-0.353872,2.80879,-0.301342,-0.428953,2.73412,-0.0083837,-0.01464,3.04547,0.085508,-0.206378,2.87534,0.139975,-0.444299,2.78586,0.0856588,-0.500232,2.77863,-0.144114,-0.421507,2.85322,-0.361387,-0.727937,2.80607,-0.30102,-1.18297,2.72339,-0.201313,-1.16247,2.67619,-0.0588578,-0.439685,2.88925,0.259754,-0.401739,2.67576,0.0136146,-0.783729,2.7282,0.120677,-0.808134,2.70515,20_59_409
-0.0666127,0.302054,3.00216,-0.117737,0.127609,2.99633,-0.148308,-0.303888,2.9409,-0.119071,-0.373151,2.87754,-0.198187,0.0254181,2.92057,-0.343322,-0.169464,2.88133,-0.303509,-0.374579,2.80421,-0.279881,-0.445579,2.75293,-0.00864775,-0.0147586,3.03941,0.085777,-0.189801,2.87145,0.135665,-0.41741,2.78725,0.124215,-0.488381,2.7672,-0.162215,-0.410396,2.84415,-0.3471,-0.745635,2.78901,-0.357737,-1.08391,2.74394,-0.299178,-1.01001,2.73372,-0.0774689,-0.427851,2.88542,0.232774,-0.405605,2.67994,0.126015,-0.763827,2.70107,0.20091,-0.82671,2.68299,20_59_441
-0.0666127,0.302054,3.00216,-0.117737,0.127609,2.99633,-0.148308,-0.303888,2.9409,-0.119071,-0.373151,2.87754,-0.198187,0.0254181,2.92057,-0.343322,-0.169464,2.88133,-0.303509,-0.374579,2.80421,-0.279881,-0.445579,2.75293,-0.00864775,-0.0147586,3.03941,0.085777,-0.189801,2.87145,0.135665,-0.41741,2.78725,0.124215,-0.488381,2.7672,-0.162215,-0.410396,2.84415,-0.3471,-0.745635,2.78901,-0.357737,-1.08391,2.74394,-0.299178,-1.01001,2.73372,-0.0774689,-0.427851,2.88542,0.232774,-0.405605,2.67994,0.126015,-0.763827,2.70107,0.20091,-0.82671,2.68299,20_59_441
-0.0669195,0.300095,2.99938,-0.117877,0.127244,2.99564,-0.146531,-0.307994,2.93828,-0.115735,-0.379322,2.87478,-0.19828,0.0253535,2.91942,-0.342164,-0.16743,2.88153,-0.305716,-0.373365,2.80643,-0.279606,-0.437592,2.76813,-0.00908446,-0.0134488,3.03883,0.0849383,-0.184335,2.87204,0.132616,-0.4065,2.78922,0.13141,-0.48108,2.76603,-0.157665,-0.419059,2.84046,-0.34408,-0.749386,2.78494,-0.373575,-1.05046,2.74949,-0.348928,-0.93009,2.75894,-0.0742049,-0.432621,2.88353,0.226597,-0.406924,2.67926,0.172654,-0.754145,2.68492,0.224253,-0.832365,2.67454,20_59_472
-0.0669195,0.300095,2.99938,-0.117877,0.127244,2.99564,-0.146531,-0.307994,2.93828,-0.115735,-0.379322,2.87478,-0.19828,0.0253535,2.91942,-0.342164,-0.16743,2.88153,-0.305716,-0.373365,2.80643,-0.279606,-0.437592,2.76813,-0.00908446,-0.0134488,3.03883,0.0849383,-0.184335,2.87204,0.132616,-0.4065,2.78922,0.13141,-0.48108,2.76603,-0.157665,-0.419059,2.84046,-0.34408,-0.749386,2.78494,-0.373575,-1.05046,2.74949,-0.348928,-0.93009,2.75894,-0.0742049,-0.432621,2.88353,0.226597,-0.406924,2.67926,0.172654,-0.754145,2.68492,0.224253,-0.832365,2.67454,20_59_472
-0.0678149,0.297893,2.99639,-0.117971,0.126937,2.99494,-0.14395,-0.312611,2.93538,-0.111521,-0.38597,2.87194,-0.198432,0.025324,2.9184,-0.341088,-0.165763,2.88171,-0.306905,-0.374914,2.80678,-0.279369,-0.437357,2.7724,-0.00959289,-0.0118824,3.03871,0.0837516,-0.179154,2.87307,0.129369,-0.396046,2.79104,0.13796,-0.471315,2.76541,-0.152455,-0.427655,2.83697,-0.335047,-0.744695,2.78129,-0.397329,-0.977168,2.75048,-0.367833,-0.891489,2.77136,-0.069739,-0.438197,2.88137,0.220368,-0.408198,2.67715,0.197555,-0.748286,2.67381,0.244025,-0.820999,2.64633,20_59_502
-0.0678149,0.297893,2.99639,-0.117971,0.126937,2.99494,-0.14395,-0.312611,2.93538,-0.111521,-0.38597,2.87194,-0.198432,0.025324,2.9184,-0.341088,-0.165763,2.88171,-0.306905,-0.374914,2.80678,-0.279369,-0.437357,2.7724,-0.00959289,-0.0118824,3.03871,0.0837516,-0.179154,2.87307,0.129369,-0.396046,2.79104,0.13796,-0.471315,2.76541,-0.152455,-0.427655,2.83697,-0.335047,-0.744695,2.78129,-0.397329,-0.977168,2.75048,-0.367833,-0.891489,2.77136,-0.069739,-0.438197,2.88137,0.220368,-0.408198,2.67715,0.197555,-0.748286,2.67381,0.244025,-0.820999,2.64633,20_59_502
-0.0687207,0.296081,2.99348,-0.118115,0.126633,2.99417,-0.143441,-0.314016,2.93332,-0.11091,-0.387386,2.87028,-0.198607,0.0252646,2.91755,-0.339987,-0.164361,2.88191,-0.308623,-0.372457,2.80968,-0.283633,-0.429289,2.78005,-0.0107131,-0.00833709,3.03996,0.0815629,-0.172352,2.87545,0.1233,-0.377577,2.78796,0.139337,-0.45513,2.76474,-0.150692,-0.431741,2.8328,-0.326022,-0.739171,2.77801,-0.406443,-0.943241,2.75182,-0.379448,-0.868093,2.77889,-0.0692364,-0.439196,2.88066,0.213544,-0.409579,2.67288,0.213812,-0.744254,2.65769,0.25487,-0.806761,2.61015,20_59_535
-0.0687207,0.296081,2.99348,-0.118115,0.126633,2.99417,-0.143441,-0.314016,2.93332,-0.11091,-0.387386,2.87028,-0.198607,0.0252646,2.91755,-0.339987,-0.164361,2.88191,-0.308623,-0.372457,2.80968,-0.283633,-0.429289,2.78005,-0.0107131,-0.00833709,3.03996,0.0815629,-0.172352,2.87545,0.1233,-0.377577,2.78796,0.139337,-0.45513,2.76474,-0.150692,-0.431741,2.8328,-0.326022,-0.739171,2.77801,-0.406443,-0.943241,2.75182,-0.379448,-0.868093,2.77889,-0.0692364,-0.439196,2.88066,0.213544,-0.409579,2.67288,0.213812,-0.744254,2.65769,0.25487,-0.806761,2.61015,20_59_535
